company;year;ca;ppe;ebit;rd;personnel;groupe
BAE Systems (EU);2019;24.2;3.2;2.4;2.2;8.8;INDUS
BAE Systems (EU);2020;25.1;3.5;2.4;2.4;8.9;INDUS
BAE Systems (EU);2021;26.4;3.8;2.7;2.6;9.0;INDUS
BAE Systems (EU);2022;27.8;4.1;2.9;2.8;9.3;INDUS
BAE Systems (EU);2023;30.5;4.5;3.3;3.0;9.8;INDUS
BAE Systems (EU);2024;33.2;4.9;3.8;3.2;10.2;INDUS
BAIC Motor;2015;20.0238;6.0714;2.0238;0.5952;3.8;INDUS
BAIC Motor;2016;27.6667;6.7143;2.881;0.6667;4.1;INDUS
BAIC Motor;2017;31.9524;7.7381;3.619;0.7619;4.5;INDUS
BAIC Motor;2018;36.1667;8.3571;3.5238;0.8333;4.6;INDUS
BAIC Motor;2019;41.5714;9.1667;3.8571;0.9048;4.8;INDUS
BAIC Motor;2020;42.1429;9.8095;2.5;0.9762;4.5;INDUS
BAIC Motor;2021;41.881;10.6667;2.6667;1.0714;4.3;INDUS
BAIC Motor;2022;45.3571;11.5476;3.2857;1.1429;4.2;INDUS
BAIC Motor;2023;47.0952;12.4048;3.6905;1.2381;4.4;INDUS
BAIC Motor;2024;48.8095;13.2143;4.0;1.3095;4.6;INDUS
BASF (EU);2015;70.4;25.8;6.5;2.1;11.2;INDUS
BASF (EU);2016;57.5;26.1;6.2;2.1;11.4;INDUS
BASF (EU);2017;64.5;26.4;8.2;2.2;11.5;INDUS
BASF (EU);2018;62.7;26.8;6.0;2.3;12.2;INDUS
BASF (EU);2019;59.3;27.2;4.1;2.4;11.8;INDUS
BASF (EU);2020;59.1;27.5;3.2;2.3;11.0;INDUS
BASF (EU);2021;78.6;28.1;7.8;2.5;11.1;INDUS
BASF (EU);2022;87.3;28.4;6.5;2.6;11.1;INDUS
BASF (EU);2023;68.9;27.9;3.8;2.4;11.2;INDUS
BASF (EU);2024;68.9;28.1;5.8;2.5;11.1;INDUS
BMW (EU);2015;92.2;21.5;9.6;5.2;12.2;INDUS
BMW (EU);2016;94.2;22.3;9.4;5.1;12.5;INDUS
BMW (EU);2017;98.3;23.5;9.9;6.1;13.0;INDUS
BMW (EU);2018;97.5;24.8;9.1;6.9;13.5;INDUS
BMW (EU);2019;104.2;26.1;7.4;6.0;13.4;INDUS
BMW (EU);2020;99.0;27.2;4.8;5.7;12.1;INDUS
BMW (EU);2021;111.2;28.5;13.4;6.3;11.9;INDUS
BMW (EU);2022;142.6;30.2;14.0;6.6;14.9;INDUS
BMW (EU);2023;155.5;31.8;18.5;7.5;15.5;INDUS
BMW (EU);2024;158.2;33.1;17.1;8.0;15.7;INDUS
BOE Technology;2015;11.5762;20.2667;0.5119;0.7738;4.12;INDUS
BOE Technology;2016;16.4024;26.7738;0.8381;0.981;5.12;INDUS
BOE Technology;2017;22.3381;34.7262;2.0286;1.631;6.45;INDUS
BOE Technology;2018;23.1214;42.4095;0.6786;1.7905;6.85;INDUS
BOE Technology;2019;27.6333;51.2976;0.2667;2.1071;7.25;INDUS
BOE Technology;2020;32.2738;58.3619;0.9167;2.2667;7.85;INDUS
BOE Technology;2021;52.2167;68.0595;6.7905;2.9643;8.55;INDUS
BOE Technology;2022;42.4786;74.3929;0.5048;2.6476;8.12;INDUS
BOE Technology;2023;41.5595;77.4095;0.2738;2.75;7.85;INDUS
BYD Company;2015;19.05;6.7738;0.981;0.869;19.6;INDUS
BYD Company;2016;24.6357;8.1238;1.3929;1.0762;21.8;INDUS
BYD Company;2017;25.2167;9.8214;1.219;1.4881;22.4;INDUS
BYD Company;2018;30.9643;11.5524;1.0762;2.0286;24.2;INDUS
BYD Company;2019;30.4143;13.1238;0.9167;2.0048;22.9;INDUS
BYD Company;2020;37.2857;14.7905;1.631;2.0286;22.4;INDUS
BYD Company;2021;51.4619;18.0524;1.5524;2.5286;28.8;INDUS
BYD Company;2022;100.9667;27.481;3.9333;4.4405;57.0;INDUS
BYD Company;2023;143.4095;39.3143;7.1524;9.4167;70.3;INDUS
BYD Company;2024;185.0238;50.5833;13.9167;12.9048;85.0;INDUS
BYD Electronic;2015;7.8214;1.4571;0.2976;0.2667;5.12;INDUS
BYD Electronic;2016;8.7429;1.7905;0.3452;0.3214;5.85;INDUS
BYD Electronic;2017;9.231;2.1071;0.4405;0.3929;6.25;INDUS
BYD Electronic;2018;9.7738;2.4095;0.5048;0.4405;6.45;INDUS
BYD Electronic;2019;12.6262;2.9643;0.6;0.5048;6.85;INDUS
BYD Electronic;2020;17.4095;3.7667;1.2976;0.6786;7.52;INDUS
BYD Electronic;2021;21.2048;4.3143;0.6786;0.8381;8.15;INDUS
BYD Electronic;2022;25.5214;5.0286;0.7738;0.981;8.85;INDUS
BYD Electronic;2023;30.9429;5.8381;0.981;1.1548;9.25;INDUS
Baoshan Iron;2015;38.9976;32.1714;0.5048;1.631;5.12;INDUS
Baoshan Iron;2016;57.9119;33.9167;2.7429;1.7905;5.45;INDUS
Baoshan Iron;2017;68.831;35.2667;5.9167;2.0048;5.85;INDUS
Baoshan Iron;2018;72.669;36.2976;6.6952;2.2667;6.12;INDUS
Baoshan Iron;2019;69.4262;37.8143;3.9167;2.4095;6.05;INDUS
Baoshan Iron;2020;67.7167;39.3143;3.7667;2.5119;5.85;INDUS
Baoshan Iron;2021;86.9857;41.0595;7.6476;3.0595;5.95;INDUS
Baoshan Iron;2022;87.8738;43.1238;3.6714;2.7429;5.75;INDUS
Baoshan Iron;2023;81.6833;44.869;3.5357;2.6476;5.62;INDUS
Baoshan Iron;2024;86.2976;46.6238;4.0762;2.9643;5.85;INDUS
Baxter (US);2015;9.97;3.45;1.15;0.62;5.0;INDUS
Baxter (US);2016;10.16;3.55;1.25;0.61;4.8;INDUS
Baxter (US);2017;10.56;3.65;1.42;0.58;4.8;INDUS
Baxter (US);2018;11.12;3.85;1.65;0.62;5.0;INDUS
Baxter (US);2019;11.36;4.05;1.55;0.65;5.0;INDUS
Baxter (US);2020;11.67;4.15;1.45;0.68;5.2;INDUS
Baxter (US);2021;12.78;4.55;1.75;0.72;6.0;INDUS
Baxter (US);2022;15.11;5.15;1.15;0.75;6.0;INDUS
Baxter (US);2023;14.81;5.35;1.45;0.72;6.0;INDUS
Baxter (US);2024;15.45;5.85;1.85;0.82;6.2;INDUS
Becton Dickinson (US);2015;10.28;3.85;1.25;0.65;4.95;INDUS
Becton Dickinson (US);2016;12.48;4.15;1.52;0.82;5.1;INDUS
Becton Dickinson (US);2017;12.09;4.35;1.45;0.78;5.6;INDUS
Becton Dickinson (US);2018;15.98;5.15;2.15;1.05;7.6;INDUS
Becton Dickinson (US);2019;17.29;5.45;2.45;1.15;7.0;INDUS
Becton Dickinson (US);2020;17.12;5.85;2.15;1.1;7.2;INDUS
Becton Dickinson (US);2021;20.25;6.45;2.85;1.35;7.5;INDUS
Becton Dickinson (US);2022;18.87;6.15;2.25;1.25;7.7;INDUS
Becton Dickinson (US);2023;19.37;6.45;2.45;1.25;7.3;INDUS
Becton Dickinson (US);2024;20.15;6.85;2.85;1.35;7.85;INDUS
Beiersdorf (EU);2015;7.66;1.15;1.15;0.23;1.7;INDUS
Beiersdorf (EU);2016;7.89;1.18;1.18;0.24;1.74;INDUS
Beiersdorf (EU);2017;8.13;1.22;1.22;0.24;1.77;INDUS
Beiersdorf (EU);2018;8.37;1.26;1.26;0.25;1.8;INDUS
Beiersdorf (EU);2019;8.63;1.29;1.29;0.26;1.83;INDUS
Beiersdorf (EU);2020;8.88;1.33;1.33;0.27;1.86;INDUS
Beiersdorf (EU);2021;9.15;1.37;1.37;0.27;1.9;INDUS
Beiersdorf (EU);2022;9.43;1.41;1.41;0.28;1.93;INDUS
Beiersdorf (EU);2023;9.71;1.46;1.46;0.29;1.96;INDUS
Beiersdorf (EU);2024;10.0;1.5;1.5;0.3;2.0;INDUS
Bethel Automotive;2015;0.3452;0.131;0.0667;0.019;0.18;INDUS
Bethel Automotive;2016;0.3857;0.1476;0.0833;0.0262;0.22;INDUS
Bethel Automotive;2017;0.5762;0.1786;0.1071;0.0357;0.28;INDUS
Bethel Automotive;2018;0.6143;0.2024;0.1238;0.0429;0.32;INDUS
Bethel Automotive;2019;0.7095;0.25;0.131;0.0524;0.35;INDUS
Bethel Automotive;2020;0.7262;0.2976;0.1476;0.0595;0.38;INDUS
Bethel Automotive;2021;0.8286;0.3452;0.1714;0.0667;0.42;INDUS
Bethel Automotive;2022;1.319;0.5119;0.2024;0.0833;0.55;INDUS
Bethel Automotive;2023;1.7786;0.6786;0.2738;0.1143;0.65;INDUS
Bethel Automotive;2024;2.0238;0.7738;0.3214;0.131;0.75;INDUS
Bio-Techne (US);2015;0.6;0.09;0.15;0.03;0.2;INDUS
Bio-Techne (US);2016;0.65;0.1;0.16;0.03;0.21;INDUS
Bio-Techne (US);2017;0.7;0.1;0.17;0.03;0.22;INDUS
Bio-Techne (US);2018;0.76;0.11;0.19;0.04;0.23;INDUS
Bio-Techne (US);2019;0.82;0.12;0.2;0.04;0.24;INDUS
Bio-Techne (US);2020;0.88;0.13;0.22;0.04;0.25;INDUS
Bio-Techne (US);2021;0.95;0.14;0.24;0.05;0.26;INDUS
Bio-Techne (US);2022;1.03;0.15;0.26;0.05;0.27;INDUS
Bio-Techne (US);2023;1.11;0.17;0.28;0.06;0.29;INDUS
Bio-Techne (US);2024;1.2;0.18;0.3;0.06;0.3;INDUS
Blue Moon Group;2015;1.3095;0.4405;0.1071;0.0286;1.15;INDUS
Blue Moon Group;2016;1.4524;0.5;0.1238;0.0357;1.25;INDUS
Blue Moon Group;2017;1.3405;0.5595;0.1143;0.0429;1.35;INDUS
Blue Moon Group;2018;1.6119;0.5952;0.2024;0.0524;1.45;INDUS
Blue Moon Group;2019;1.6786;0.631;0.3571;0.0595;1.55;INDUS
Blue Moon Group;2020;1.6667;0.6786;0.4167;0.0667;1.65;INDUS
Blue Moon Group;2021;1.8071;0.75;0.2976;0.0762;1.75;INDUS
Blue Moon Group;2022;1.8929;0.8214;0.2024;0.0833;1.85;INDUS
Blue Moon Group;2023;1.7429;0.8929;0.1071;0.0905;1.65;INDUS
Blue Moon Group;2024;1.9286;0.9643;0.1548;0.1;1.75;INDUS
Bobcat (KR);2015;3.5;0.8;0.3;0.1;0.4;INDUS
Bobcat (KR);2016;3.4;0.8;0.3;0.1;0.4;INDUS
Bobcat (KR);2017;3.1;0.9;0.3;0.1;0.4;INDUS
Bobcat (KR);2018;3.6;1.0;0.4;0.1;0.5;INDUS
Bobcat (KR);2019;3.9;1.1;0.4;0.1;0.5;INDUS
Bobcat (KR);2020;3.8;1.2;0.3;0.1;0.5;INDUS
Bobcat (KR);2021;5.0;1.4;0.5;0.2;0.6;INDUS
Bobcat (KR);2022;6.7;1.6;0.8;0.2;0.7;INDUS
Bobcat (KR);2023;7.5;1.8;1.1;0.2;0.8;INDUS
Bobcat (KR);2024;7.2;1.9;0.9;0.2;0.8;INDUS
Boeing (US);2015;96.1;12.5;5.1;3.3;16.1;INDUS
Boeing (US);2016;94.6;12.8;4.9;4.6;15.1;INDUS
Boeing (US);2017;93.4;13.2;10.3;3.2;14.1;INDUS
Boeing (US);2018;101.1;13.8;12.0;3.3;15.3;INDUS
Boeing (US);2019;76.6;14.5;-2.0;3.2;16.1;INDUS
Boeing (US);2020;58.2;15.2;-12.8;2.5;14.1;INDUS
Boeing (US);2021;62.3;14.8;-2.9;2.1;14.2;INDUS
Boeing (US);2022;66.6;14.2;-3.5;2.2;15.6;INDUS
Boeing (US);2023;77.8;14.0;1.8;3.4;17.1;INDUS
Boeing (US);2024;82.5;14.5;2.5;3.6;17.5;INDUS
BorgWarner (US);2015;8.02;1.95;0.92;0.35;3.0;INDUS
BorgWarner (US);2016;9.07;2.15;1.05;0.42;3.8;INDUS
BorgWarner (US);2017;9.8;2.35;1.18;0.48;4.1;INDUS
BorgWarner (US);2018;10.53;2.52;1.25;0.55;4.5;INDUS
BorgWarner (US);2019;10.17;2.65;1.12;0.58;4.3;INDUS
BorgWarner (US);2020;10.16;2.85;0.85;0.65;4.8;INDUS
BorgWarner (US);2021;14.84;3.05;1.35;0.82;5.2;INDUS
BorgWarner (US);2022;15.8;3.25;1.42;0.88;5.5;INDUS
BorgWarner (US);2023;14.2;2.95;1.31;0.78;3.95;INDUS
BorgWarner (US);2024;14.45;3.15;1.45;0.82;4.1;INDUS
Boston Scientific (US);2015;7.48;1.85;1.15;0.85;2.5;INDUS
Boston Scientific (US);2016;8.39;1.95;1.35;0.92;2.7;INDUS
Boston Scientific (US);2017;9.05;2.15;1.55;1.05;2.9;INDUS
Boston Scientific (US);2018;9.82;2.35;1.85;1.15;3.2;INDUS
Boston Scientific (US);2019;10.74;2.55;2.15;1.18;3.6;INDUS
Boston Scientific (US);2020;9.91;2.85;1.25;1.15;3.8;INDUS
Boston Scientific (US);2021;11.89;3.25;2.15;1.25;4.1;INDUS
Boston Scientific (US);2022;12.68;3.45;2.45;1.35;4.5;INDUS
Boston Scientific (US);2023;14.24;3.85;2.85;1.45;4.8;INDUS
Boston Scientific (US);2024;15.52;4.15;3.25;1.55;5.1;INDUS
Brembo (EU);2015;2.28;0.75;0.32;0.11;0.82;INDUS
Brembo (EU);2016;2.51;0.82;0.38;0.12;0.9;INDUS
Brembo (EU);2017;2.72;0.88;0.42;0.14;0.98;INDUS
Brembo (EU);2018;2.85;0.95;0.45;0.15;1.05;INDUS
Brembo (EU);2019;2.82;1.05;0.38;0.15;1.08;INDUS
Brembo (EU);2020;2.32;1.12;0.21;0.14;1.1;INDUS
Brembo (EU);2021;3.15;1.25;0.35;0.18;1.22;INDUS
Brembo (EU);2022;3.85;1.38;0.48;0.22;1.3;INDUS
Brembo (EU);2023;4.15;1.45;0.55;0.25;1.35;INDUS
Brembo (EU);2024;4.25;1.52;0.62;0.28;1.4;INDUS
Bridgestone (JP);2015;31.5;12.2;4.3;0.8;14.4;INDUS
Bridgestone (JP);2016;29.4;11.8;3.9;0.8;14.4;INDUS
Bridgestone (JP);2017;32.5;12.1;3.8;0.9;14.3;INDUS
Bridgestone (JP);2018;32.1;12.5;3.6;0.9;14.3;INDUS
Bridgestone (JP);2019;31.8;13.2;3.1;0.9;14.4;INDUS
Bridgestone (JP);2020;26.8;13.5;2.0;0.8;13.8;INDUS
Bridgestone (JP);2021;28.5;12.8;3.4;0.8;13.5;INDUS
Bridgestone (JP);2022;30.1;13.1;3.6;0.8;13.0;INDUS
Bridgestone (JP);2023;29.5;13.4;3.5;0.9;12.6;INDUS
Bridgestone (JP);2024;31.2;13.8;3.8;0.9;12.8;INDUS
C&U Group;2015;2.9762;1.1548;0.2667;0.1071;1.25;INDUS
C&U Group;2016;3.1429;1.219;0.2976;0.1238;1.32;INDUS
C&U Group;2017;3.7619;1.3929;0.4405;0.1548;1.45;INDUS
C&U Group;2018;4.0952;1.5357;0.5048;0.1952;1.55;INDUS
C&U Group;2019;3.9286;1.631;0.369;0.2024;1.48;INDUS
C&U Group;2020;4.2381;1.7262;0.4643;0.25;1.52;INDUS
C&U Group;2021;4.881;1.9333;0.6;0.3214;1.65;INDUS
C&U Group;2022;4.5714;2.0357;0.2976;0.3452;1.58;INDUS
C&U Group;2023;5.3333;2.2024;0.6786;0.4167;1.72;INDUS
C&U Group;2024;5.9048;2.4095;0.7738;0.5119;1.85;INDUS
CATL;2015;1.3571;0.5833;0.2738;0.1071;0.85;INDUS
CATL;2016;3.5429;1.1548;0.7738;0.2667;1.35;INDUS
CATL;2017;4.7595;1.9405;1.0762;0.3857;1.45;INDUS
CATL;2018;7.05;2.981;1.0119;0.4738;1.95;INDUS
CATL;2019;10.9;4.3929;1.3929;0.7024;2.65;INDUS
CATL;2020;11.981;5.9167;1.7024;0.8452;3.3;INDUS
CATL;2021;31.0357;13.1238;4.3929;1.8214;8.35;INDUS
CATL;2022;78.2357;25.0357;9.0833;3.6952;11.85;INDUS
CATL;2023;95.4548;29.869;12.8857;4.3929;11.6;INDUS
CCL Industries (CA);2015;3.51;1.23;0.53;0.04;2.02;INDUS
CCL Industries (CA);2016;3.65;1.28;0.55;0.04;2.07;INDUS
CCL Industries (CA);2017;3.8;1.33;0.57;0.04;2.12;INDUS
CCL Industries (CA);2018;3.95;1.38;0.59;0.04;2.17;INDUS
CCL Industries (CA);2019;4.11;1.44;0.62;0.04;2.22;INDUS
CCL Industries (CA);2020;4.27;1.49;0.64;0.04;2.28;INDUS
CCL Industries (CA);2021;4.44;1.55;0.67;0.04;2.33;INDUS
CCL Industries (CA);2022;4.62;1.62;0.69;0.05;2.39;INDUS
CCL Industries (CA);2023;4.81;1.68;0.72;0.05;2.44;INDUS
CCL Industries (CA);2024;5.0;1.75;0.75;0.05;2.5;INDUS
CIMC;2015;13.9738;4.3929;0.7738;0.2024;5.12;INDUS
CIMC;2016;12.169;4.5524;0.2667;0.219;4.95;INDUS
CIMC;2017;18.1667;4.8857;1.0762;0.2738;5.05;INDUS
CIMC;2018;22.2619;5.2024;1.4881;0.3452;5.15;INDUS
CIMC;2019;20.431;5.5833;1.1548;0.3619;4.85;INDUS
CIMC;2020;22.419;5.981;1.219;0.4405;4.72;INDUS
CIMC;2021;38.9762;6.7976;3.1548;0.5833;5.25;INDUS
CIMC;2022;33.7;7.4095;2.0119;0.6071;5.05;INDUS
CIMC;2023;30.431;8.219;0.981;0.5833;4.85;INDUS
CIMC;2024;32.981;9.0762;1.3929;0.6786;5.12;INDUS
CJ CheilJedang (KR);2015;11.5;3.2;0.7;0.1;0.6;INDUS
CJ CheilJedang (KR);2016;12.8;3.5;0.8;0.1;0.6;INDUS
CJ CheilJedang (KR);2017;14.2;3.8;0.7;0.1;0.7;INDUS
CJ CheilJedang (KR);2018;16.5;4.2;0.8;0.1;0.8;INDUS
CJ CheilJedang (KR);2019;19.2;5.1;0.8;0.2;0.8;INDUS
CJ CheilJedang (KR);2020;21.4;5.8;1.2;0.2;0.9;INDUS
CJ CheilJedang (KR);2021;23.5;6.1;1.4;0.2;0.9;INDUS
CJ CheilJedang (KR);2022;25.8;6.5;1.5;0.2;1.0;INDUS
CJ CheilJedang (KR);2023;24.2;6.8;1.2;0.2;1.0;INDUS
CJ CheilJedang (KR);2024;25.5;7.2;1.4;0.2;1.0;INDUS
CRRC Corp;2015;57.5976;13.9095;3.9167;2.369;19.12;INDUS
CRRC Corp;2016;54.6952;14.7976;3.7667;2.4333;18.85;INDUS
CRRC Corp;2017;50.2405;15.6786;3.4643;2.5833;18.42;INDUS
CRRC Corp;2018;52.1619;16.5286;3.6238;2.6786;17.85;INDUS
CRRC Corp;2019;54.5262;17.1786;3.8381;2.8857;17.25;INDUS
CRRC Corp;2020;54.2048;18.0524;3.7976;3.1548;16.85;INDUS
CRRC Corp;2021;53.7452;18.6786;3.5357;3.3619;16.45;INDUS
CRRC Corp;2022;53.081;19.5524;3.2262;3.631;16.12;INDUS
CRRC Corp;2023;55.7667;20.3452;3.6;3.9167;15.85;INDUS
CRRC Corp;2024;60.0286;22.0119;4.25;4.4095;15.52;INDUS
CSSC (Naval);2015;6.7905;3.6;0.1548;0.2976;3.45;INDUS
CSSC (Naval);2016;7.0119;3.7738;0.1714;0.3214;3.52;INDUS
CSSC (Naval);2017;7.1786;3.9167;0.1929;0.3619;3.6;INDUS
CSSC (Naval);2018;7.6548;4.0119;0.2024;0.4405;3.65;INDUS
CSSC (Naval);2019;7.7429;4.4095;0.219;0.5119;3.75;INDUS
CSSC (Naval);2020;8.2976;5.1071;0.25;0.5833;3.85;INDUS
CSSC (Naval);2021;14.2143;6.0595;0.2976;0.75;4.25;INDUS
CSSC (Naval);2022;14.1786;6.7024;0.4405;0.9167;4.45;INDUS
CSSC (Naval);2023;16.2905;7.2667;0.5119;0.981;4.52;INDUS
CSSC (Naval);2024;17.9524;7.6476;0.6786;1.0833;4.55;INDUS
Canon (JP);2015;31.5;5.8;2.9;2.5;19.0;INDUS
Canon (JP);2016;28.5;5.6;1.9;2.5;19.7;INDUS
Canon (JP);2017;34.8;6.2;2.8;2.9;19.8;INDUS
Canon (JP);2018;34.1;6.5;2.9;2.8;19.5;INDUS
Canon (JP);2019;31.2;6.8;1.5;2.6;18.7;INDUS
Canon (JP);2020;28.2;6.5;1.0;2.5;18.1;INDUS
Canon (JP);2021;30.5;6.1;2.4;2.5;18.4;INDUS
Canon (JP);2022;28.4;5.9;2.6;2.3;18.0;INDUS
Canon (JP);2023;27.5;6.2;2.5;2.3;17.5;INDUS
Canon (JP);2024;28.8;6.5;2.8;2.4;17.2;INDUS
Carl Zeiss Meditec (EU);2015;1.3;0.13;0.26;0.2;0.29;INDUS
Carl Zeiss Meditec (EU);2016;1.38;0.14;0.28;0.21;0.3;INDUS
Carl Zeiss Meditec (EU);2017;1.46;0.15;0.29;0.22;0.31;INDUS
Carl Zeiss Meditec (EU);2018;1.55;0.16;0.31;0.23;0.32;INDUS
Carl Zeiss Meditec (EU);2019;1.64;0.16;0.33;0.25;0.34;INDUS
Carl Zeiss Meditec (EU);2020;1.74;0.17;0.35;0.26;0.35;INDUS
Carl Zeiss Meditec (EU);2021;1.85;0.19;0.37;0.28;0.36;INDUS
Carl Zeiss Meditec (EU);2022;1.96;0.2;0.39;0.29;0.37;INDUS
Carl Zeiss Meditec (EU);2023;2.08;0.21;0.42;0.31;0.39;INDUS
Carl Zeiss Meditec (EU);2024;2.2;0.22;0.44;0.33;0.4;INDUS
Caterpillar (US);2015;47.0;15.2;4.5;2.1;10.5;INDUS
Caterpillar (US);2016;38.5;14.1;0.5;1.9;9.5;INDUS
Caterpillar (US);2017;45.5;13.8;4.5;2.0;9.8;INDUS
Caterpillar (US);2018;54.7;14.2;8.3;2.1;10.4;INDUS
Caterpillar (US);2019;53.8;14.5;8.3;2.0;10.2;INDUS
Caterpillar (US);2020;41.7;14.8;4.5;1.9;9.7;INDUS
Caterpillar (US);2021;51.0;15.2;6.8;2.0;10.7;INDUS
Caterpillar (US);2022;59.4;15.5;8.7;2.2;10.9;INDUS
Caterpillar (US);2023;67.1;15.8;13.0;2.3;11.3;INDUS
Caterpillar (US);2024;64.8;16.2;12.5;2.4;11.1;INDUS
Celestica (CA);2015;5.62;0.56;0.28;0.06;2.1;INDUS
Celestica (CA);2016;5.85;0.58;0.29;0.06;2.15;INDUS
Celestica (CA);2017;6.08;0.61;0.3;0.06;2.21;INDUS
Celestica (CA);2018;6.32;0.63;0.32;0.06;2.26;INDUS
Celestica (CA);2019;6.58;0.66;0.33;0.07;2.31;INDUS
Celestica (CA);2020;6.84;0.68;0.34;0.07;2.37;INDUS
Celestica (CA);2021;7.11;0.71;0.36;0.07;2.42;INDUS
Celestica (CA);2022;7.4;0.74;0.37;0.07;2.48;INDUS
Celestica (CA);2023;7.69;0.77;0.38;0.08;2.54;INDUS
Celestica (CA);2024;8.0;0.8;0.4;0.08;2.6;INDUS
Changan Automobile;2015;15.9048;4.4048;2.4286;0.6667;3.8;INDUS
Changan Automobile;2016;18.6905;4.8095;2.7381;0.7619;4.1;INDUS
Changan Automobile;2017;19.0714;5.3571;1.7857;0.8333;4.5;INDUS
Changan Automobile;2018;15.7857;5.7381;0.1905;0.9048;4.2;INDUS
Changan Automobile;2019;16.8095;6.1429;0.2857;1.0;4.0;INDUS
Changan Automobile;2020;20.119;6.3095;0.9048;1.0714;4.2;INDUS
Changan Automobile;2021;25.0238;6.7143;1.0714;1.2143;4.5;INDUS
Changan Automobile;2022;28.8571;7.2619;1.9524;1.381;4.8;INDUS
Changan Automobile;2023;36.0238;7.9048;2.9762;1.7857;5.2;INDUS
Changan Automobile;2024;39.4048;8.5238;3.381;1.9524;5.5;INDUS
Chengxin Lithium;2015;0.2024;0.1071;0.0119;0.0048;0.15;INDUS
Chengxin Lithium;2016;0.2667;0.1548;0.0286;0.0095;0.18;INDUS
Chengxin Lithium;2017;0.369;0.2262;0.0595;0.0143;0.22;INDUS
Chengxin Lithium;2018;0.5048;0.3452;0.0357;0.019;0.25;INDUS
Chengxin Lithium;2019;0.5429;0.5048;-0.0357;0.0286;0.32;INDUS
Chengxin Lithium;2020;0.4333;0.6786;0.0119;0.0357;0.28;INDUS
Chengxin Lithium;2021;1.5571;0.981;0.4405;0.0833;0.45;INDUS
Chengxin Lithium;2022;2.8643;1.631;1.4571;0.131;0.65;INDUS
Chengxin Lithium;2023;2.0262;1.9333;0.2667;0.1143;0.58;INDUS
Chengxin Lithium;2024;2.3452;2.2667;0.3619;0.1548;0.62;INDUS
China Moly;2015;1.0524;3.6786;0.2667;0.0286;0.85;INDUS
China Moly;2016;1.6548;7.6476;0.3619;0.0595;1.12;INDUS
China Moly;2017;5.75;8.5357;1.0762;0.1071;1.45;INDUS
China Moly;2018;6.181;9.1476;1.4571;0.1476;1.55;INDUS
China Moly;2019;16.3548;10.0286;0.7429;0.2024;1.85;INDUS
China Moly;2020;26.9;10.8381;0.981;0.2667;2.12;INDUS
China Moly;2021;41.3952;12.4095;1.7905;0.3452;2.45;INDUS
China Moly;2022;41.1881;14.631;2.4095;0.4405;2.65;INDUS
China Moly;2023;44.3476;16.219;2.6786;0.5048;2.85;INDUS
China Moly;2024;48.131;18.0595;3.2024;0.6071;3.12;INDUS
China North Rare;2015;1.5524;1.1548;0.0833;0.0286;0.85;INDUS
China North Rare;2016;1.219;1.1238;0.0524;0.0214;0.82;INDUS
China North Rare;2017;2.4405;1.0833;0.1548;0.0357;0.88;INDUS
China North Rare;2018;3.2976;1.0524;0.2024;0.0524;0.92;INDUS
China North Rare;2019;4.3143;1.0119;0.2667;0.0667;0.95;INDUS
China North Rare;2020;5.0595;0.981;0.3452;0.0833;0.98;INDUS
China North Rare;2021;7.25;0.9643;1.631;0.1238;1.05;INDUS
China North Rare;2022;8.869;0.9881;2.0286;0.1548;1.12;INDUS
China North Rare;2023;7.981;1.0357;1.0119;0.1381;1.08;INDUS
China North Rare;2024;8.6;1.0833;1.219;0.1714;1.15;INDUS
China Resources Beer;2015;6.7857;3.619;0.2976;0.0286;5.8;INDUS
China Resources Beer;2016;6.8333;3.7738;0.2738;0.0357;5.5;INDUS
China Resources Beer;2017;7.0833;3.8571;0.4405;0.0429;5.2;INDUS
China Resources Beer;2018;7.5833;4.0119;0.3929;0.0524;4.5;INDUS
China Resources Beer;2019;7.4524;4.1667;0.5119;0.0595;3.8;INDUS
China Resources Beer;2020;7.4881;4.3333;0.6786;0.0667;3.2;INDUS
China Resources Beer;2021;7.9524;4.5595;1.3929;0.0833;2.8;INDUS
China Resources Beer;2022;8.3929;4.7262;1.25;0.1;2.5;INDUS
China Resources Beer;2023;9.2619;4.881;1.631;0.1143;2.6;INDUS
China Resources Beer;2024;9.881;5.0476;1.7857;0.131;2.75;INDUS
Chongqing Brewery;2015;0.7905;0.4405;0.0833;0.0119;0.35;INDUS
Chongqing Brewery;2016;0.6786;0.4095;0.1;0.0119;0.32;INDUS
Chongqing Brewery;2017;0.75;0.3929;0.131;0.0143;0.28;INDUS
Chongqing Brewery;2018;0.8214;0.3762;0.1619;0.019;0.25;INDUS
Chongqing Brewery;2019;0.8524;0.3619;0.1952;0.0238;0.23;INDUS
Chongqing Brewery;2020;2.6071;0.9167;0.6071;0.0286;0.72;INDUS
Chongqing Brewery;2021;3.131;0.9881;0.7738;0.0357;0.75;INDUS
Chongqing Brewery;2022;3.3452;1.0714;0.8452;0.0429;0.78;INDUS
Chongqing Brewery;2023;3.5238;1.1548;0.9167;0.0524;0.82;INDUS
Chongqing Brewery;2024;3.6905;1.2381;1.0119;0.0595;0.85;INDUS
Cisco (US);2015;49.2;3.5;10.7;6.2;7.2;INDUS
Cisco (US);2016;49.2;3.4;12.4;6.3;7.4;INDUS
Cisco (US);2017;48.0;3.6;12.0;6.1;7.3;INDUS
