firm_id;year;Revenue;PPE;EBIT;RD;Personnel;sector;regime
Apple (US);2018;265.6;41.3;70.9;14.2;13.2;TECH;LONG
Apple (US);2019;260.2;37.4;63.9;16.2;13.7;TECH;LONG
Apple (US);2020;274.5;36.8;66.3;18.8;14.7;TECH;LONG
Apple (US);2021;365.8;39.4;108.9;21.9;15.4;TECH;LONG
Apple (US);2022;394.3;42.1;119.4;26.3;16.4;TECH;LONG
Apple (US);2023;383.3;43.7;114.3;29.9;16.1;TECH;LONG
Apple (US);2024;391.0;44.5;123.0;31.5;16.3;TECH;LONG
Applied Mat. (US);2015;9.7;0.8;1.7;1.5;1.5;INDUS;SHORT
Applied Mat. (US);2016;10.8;0.8;2.1;1.7;1.6;INDUS;SHORT
Applied Mat. (US);2017;14.5;0.9;3.9;1.8;1.8;INDUS;SHORT
Applied Mat. (US);2018;17.3;1.1;4.6;2.0;2.1;INDUS;SHORT
Applied Mat. (US);2019;14.6;1.2;3.3;2.1;2.2;INDUS;SHORT
Applied Mat. (US);2020;17.2;1.4;4.4;2.2;2.4;INDUS;SHORT
Applied Mat. (US);2021;23.1;1.6;6.9;2.5;2.7;INDUS;SHORT
Applied Mat. (US);2022;25.8;1.9;7.8;2.8;3.3;INDUS;SHORT
Applied Mat. (US);2023;26.5;2.1;7.7;3.0;3.4;INDUS;SHORT
Applied Mat. (US);2024;27.2;2.3;8.1;3.2;3.5;INDUS;SHORT
Aptiv (US);2015;15.22;2.55;1.95;1.25;12.9;INDUS;SHORT
Aptiv (US);2016;12.33;2.65;1.65;1.15;14.5;INDUS;SHORT
Aptiv (US);2017;12.85;2.85;1.55;1.25;14.7;INDUS;SHORT
Aptiv (US);2018;14.43;3.05;1.58;1.35;16.2;INDUS;SHORT
Aptiv (US);2019;14.35;3.25;1.45;1.45;16.0;INDUS;SHORT
Aptiv (US);2020;13.07;3.55;0.85;1.48;15.1;INDUS;SHORT
Aptiv (US);2021;15.61;3.85;1.15;1.65;15.5;INDUS;SHORT
Aptiv (US);2022;17.48;4.05;1.35;1.85;16.0;INDUS;SHORT
Aptiv (US);2023;20.05;4.35;2.15;2.05;15.4;INDUS;SHORT
Aptiv (US);2024;19.85;4.55;2.25;2.15;15.2;INDUS;SHORT
Arista Networks (US);2015;0.83;0.05;0.22;0.18;0.1;INDUS;SHORT
Arista Networks (US);2016;1.13;0.08;0.31;0.25;0.13;INDUS;SHORT
Arista Networks (US);2017;1.65;0.12;0.48;0.38;0.18;INDUS;SHORT
Arista Networks (US);2018;2.15;0.15;0.62;0.52;0.23;INDUS;SHORT
Arista Networks (US);2019;2.41;0.18;0.68;0.65;0.28;INDUS;SHORT
Arista Networks (US);2020;2.32;0.21;0.52;0.68;0.32;INDUS;SHORT
Arista Networks (US);2021;2.95;0.28;0.85;0.82;0.38;INDUS;SHORT
Arista Networks (US);2022;4.38;0.35;1.52;1.15;0.45;INDUS;SHORT
Arista Networks (US);2023;5.86;0.42;2.15;1.48;0.52;INDUS;SHORT
Arista Networks (US);2024;6.45;0.48;2.45;1.65;0.6;INDUS;SHORT
Arkema (EU);2015;8.5;3.2;0.7;0.2;1.9;INDUS;SHORT
Arkema (EU);2016;8.3;3.3;0.8;0.2;2.0;INDUS;SHORT
Arkema (EU);2017;9.2;3.4;1.1;0.2;2.0;INDUS;SHORT
Arkema (EU);2018;9.7;3.5;1.0;0.2;2.1;INDUS;SHORT
Arkema (EU);2019;9.6;3.8;0.9;0.3;2.1;INDUS;SHORT
Arkema (EU);2020;8.8;4.1;0.6;0.3;2.1;INDUS;SHORT
Arkema (EU);2021;11.1;4.3;1.4;0.3;2.1;INDUS;SHORT
Arkema (EU);2022;12.5;4.5;1.5;0.3;2.2;INDUS;SHORT
Arkema (EU);2023;10.5;4.4;0.9;0.3;2.1;INDUS;SHORT
Arkema (EU);2024;10.8;4.3;1.1;0.3;2.1;INDUS;SHORT
Arm Holdings (EU);2015;1.15;0.06;0.34;0.52;0.38;TECH;LONG
Arm Holdings (EU);2016;1.29;0.06;0.39;0.58;0.41;TECH;LONG
Arm Holdings (EU);2017;1.45;0.07;0.43;0.65;0.43;TECH;LONG
Arm Holdings (EU);2018;1.62;0.08;0.49;0.73;0.47;TECH;LONG
Arm Holdings (EU);2019;1.82;0.09;0.55;0.82;0.5;TECH;LONG
Arm Holdings (EU);2020;2.03;0.1;0.61;0.91;0.53;TECH;LONG
Arm Holdings (EU);2021;2.28;0.11;0.68;1.03;0.57;TECH;LONG
Arm Holdings (EU);2022;2.55;0.13;0.76;1.15;0.61;TECH;LONG
Arm Holdings (EU);2023;2.86;0.14;0.86;1.29;0.65;TECH;LONG
Arm Holdings (EU);2024;3.2;0.16;0.96;1.44;0.7;TECH;LONG
Asahi Kasei (JP);2015;16.15;5.85;1.35;0.65;3.25;INDUS;SHORT
Asahi Kasei (JP);2016;16.45;6.15;1.45;0.68;3.35;INDUS;SHORT
Asahi Kasei (JP);2017;17.15;6.45;1.55;0.72;3.45;INDUS;SHORT
Asahi Kasei (JP);2018;17.85;6.85;1.65;0.75;3.55;INDUS;SHORT
Asahi Kasei (JP);2019;18.15;7.15;1.75;0.78;3.65;INDUS;SHORT
Asahi Kasei (JP);2020;17.52;7.45;1.45;0.75;3.45;INDUS;SHORT
Asahi Kasei (JP);2021;19.15;7.85;1.85;0.82;3.65;INDUS;SHORT
Asahi Kasei (JP);2022;21.45;8.45;1.52;0.88;3.85;INDUS;SHORT
Asahi Kasei (JP);2023;19.85;8.85;1.15;0.85;3.72;INDUS;SHORT
Asahi Kasei (JP);2024;20.85;9.25;1.65;0.92;3.95;INDUS;SHORT
Astellas;2015;11.4;2.8;1.9;1.8;1.7;PHARMA;LONG
Astellas;2016;11.8;2.9;2.1;1.85;1.72;PHARMA;LONG
Astellas;2017;11.7;3.0;1.95;1.9;1.72;PHARMA;LONG
Astellas;2018;11.8;3.1;2.05;1.95;1.65;PHARMA;LONG
Astellas;2019;11.9;3.2;2.15;2.0;1.6;PHARMA;LONG
Astellas;2020;11.5;3.1;1.8;2.05;1.5;PHARMA;LONG
Astellas;2021;11.3;3.0;1.75;2.1;1.45;PHARMA;LONG
Astellas;2022;11.6;3.2;1.65;2.2;1.45;PHARMA;LONG
Astellas;2023;10.8;3.3;0.45;2.25;1.44;PHARMA;LONG
Astellas;2024;11.2;3.5;0.85;2.3;1.45;PHARMA;LONG
AstraZeneca;2015;24.71;6.8;4.11;5.99;6.15;PHARMA;LONG
AstraZeneca;2016;23.0;7.1;3.42;5.89;6.47;PHARMA;LONG
AstraZeneca;2017;22.47;7.4;3.67;5.41;6.11;PHARMA;LONG
AstraZeneca;2018;22.09;7.8;3.38;5.93;6.4;PHARMA;LONG
AstraZeneca;2019;24.38;8.1;2.92;6.06;7.06;PHARMA;LONG
AstraZeneca;2020;26.62;8.5;5.16;5.99;7.61;PHARMA;LONG
AstraZeneca;2021;37.42;9.3;1.05;9.74;8.31;PHARMA;LONG
AstraZeneca;2022;44.35;9.8;3.83;9.76;8.35;PHARMA;LONG
AstraZeneca;2023;45.81;10.6;8.19;10.93;8.99;PHARMA;LONG
AstraZeneca;2024;51.2;11.9;9.8;11.5;9.4;PHARMA;LONG
Atlas Copco (EU);2015;10.2;0.9;2.04;0.36;4.3;INDUS;SHORT
Atlas Copco (EU);2016;10.1;0.9;2.0;0.36;4.41;INDUS;SHORT
Atlas Copco (EU);2017;10.8;0.97;2.16;0.39;4.52;INDUS;SHORT
Atlas Copco (EU);2018;11.83;1.07;2.38;0.42;4.65;INDUS;SHORT
Atlas Copco (EU);2019;11.9;1.08;2.4;0.42;4.78;INDUS;SHORT
Atlas Copco (EU);2020;12.2;1.13;2.46;0.44;4.9;INDUS;SHORT
Atlas Copco (EU);2021;14.0;1.28;2.82;0.5;5.05;INDUS;SHORT
Atlas Copco (EU);2022;14.0;1.25;2.9;0.5;5.25;INDUS;SHORT
Atlas Copco (EU);2023;14.2;1.22;3.0;0.51;5.45;INDUS;SHORT
Atlas Copco (EU);2024;14.6;1.24;3.1;0.52;5.65;INDUS;SHORT
Atlassian (US);2015;0.6;0.04;0.08;0.12;0.25;TECH;LONG
Atlassian (US);2016;0.76;0.08;0.12;0.13;0.28;TECH;LONG
Atlassian (US);2017;0.94;0.06;0.18;0.19;0.3;TECH;LONG
Atlassian (US);2018;1.19;0.08;0.14;0.25;0.33;TECH;LONG
Atlassian (US);2019;1.48;0.11;0.22;0.34;0.37;TECH;LONG
Atlassian (US);2020;1.8;0.2;0.35;0.32;0.4;TECH;LONG
Atlassian (US);2021;2.33;0.24;0.27;0.53;0.44;TECH;LONG
Atlassian (US);2022;2.85;0.23;0.4;0.6;0.49;TECH;LONG
Atlassian (US);2023;3.58;0.32;0.43;0.89;0.54;TECH;LONG
Atlassian (US);2024;4.41;0.29;0.65;0.89;0.59;TECH;LONG
Autodesk (US);2015;2.5;0.2;0.3;0.8;0.9;TECH;LONG
Autodesk (US);2016;2.4;0.2;-0.4;0.8;0.9;TECH;LONG
Autodesk (US);2017;2.0;0.3;-0.5;0.8;0.9;TECH;LONG
Autodesk (US);2018;2.1;0.3;-0.1;0.8;1.0;TECH;LONG
Autodesk (US);2019;2.6;0.4;0.0;0.9;1.0;TECH;LONG
Autodesk (US);2020;3.3;0.5;0.3;1.1;1.1;TECH;LONG
Autodesk (US);2021;3.8;0.6;0.6;1.2;1.2;TECH;LONG
Autodesk (US);2022;4.4;0.6;0.9;1.5;1.3;TECH;LONG
Autodesk (US);2023;5.0;0.7;1.0;1.7;1.4;TECH;LONG
Autodesk (US);2024;5.5;0.8;1.2;1.8;1.4;TECH;LONG
Autoliv (US);2015;9.17;1.55;0.81;0.58;6.4;INDUS;SHORT
Autoliv (US);2016;10.07;1.62;0.85;0.62;7.0;INDUS;SHORT
Autoliv (US);2017;10.38;1.75;0.88;0.68;7.2;INDUS;SHORT
Autoliv (US);2018;8.67;1.85;0.92;0.72;6.6;INDUS;SHORT
Autoliv (US);2019;8.54;1.95;0.75;0.75;6.5;INDUS;SHORT
Autoliv (US);2020;7.44;2.05;0.45;0.71;6.8;INDUS;SHORT
Autoliv (US);2021;8.23;2.15;0.68;0.82;6.1;INDUS;SHORT
Autoliv (US);2022;8.84;2.25;0.71;0.85;6.9;INDUS;SHORT
Autoliv (US);2023;10.47;2.35;0.95;0.91;7.05;INDUS;SHORT
Autoliv (US);2024;11.1;2.45;1.05;0.95;7.2;INDUS;SHORT
Avic ITP;2015;7.1714;0.981;0.4405;0.2976;1.12;INDUS;SHORT
Avic ITP;2016;7.7429;1.0762;0.5048;0.3452;1.25;INDUS;SHORT
Avic ITP;2017;8.369;1.1548;0.5833;0.3929;1.38;INDUS;SHORT
Avic ITP;2018;9.1476;1.219;0.6786;0.4405;1.45;INDUS;SHORT
Avic ITP;2019;9.5524;1.3143;0.7429;0.5048;1.55;INDUS;SHORT
Avic ITP;2020;10.9167;1.3929;0.8381;0.5833;1.62;INDUS;SHORT
Avic ITP;2021;12.481;1.5357;0.981;0.6786;1.85;INDUS;SHORT
Avic ITP;2022;13.1238;1.6952;1.0762;0.7429;1.95;INDUS;SHORT
Avic ITP;2023;14.0119;1.869;1.219;0.8214;2.12;INDUS;SHORT
Avic ITP;2024;14.869;2.0286;1.3929;0.981;2.25;INDUS;SHORT
Avic Joy;2015;1.5524;0.5048;0.0833;0.0357;0.85;INDUS;SHORT
Avic Joy;2016;1.6952;0.5833;0.1;0.0429;0.92;INDUS;SHORT
Avic Joy;2017;2.0357;0.6786;0.1548;0.0595;1.05;INDUS;SHORT
Avic Joy;2018;2.1714;0.7429;0.2024;0.0762;1.15;INDUS;SHORT
Avic Joy;2019;2.1071;0.8214;0.1071;0.0833;1.08;INDUS;SHORT
Avic Joy;2020;2.2024;0.9167;0.131;0.1;1.12;INDUS;SHORT
Avic Joy;2021;2.6476;1.0762;0.2024;0.131;1.25;INDUS;SHORT
Avic Joy;2022;2.5833;1.219;0.1548;0.1238;1.18;INDUS;SHORT
Avic Joy;2023;2.9643;1.3929;0.2667;0.1548;1.28;INDUS;SHORT
Avic Joy;2024;3.2976;1.5524;0.3452;0.1786;1.35;INDUS;SHORT
Avicopter;2015;2.9643;0.981;0.2024;0.1238;1.12;INDUS;SHORT
Avicopter;2016;3.1238;1.0595;0.219;0.1548;1.15;INDUS;SHORT
Avicopter;2017;2.869;1.1476;0.1548;0.1714;1.05;INDUS;SHORT
Avicopter;2018;3.0595;1.219;0.1786;0.2024;1.12;INDUS;SHORT
Avicopter;2019;3.5524;1.2976;0.2024;0.25;1.25;INDUS;SHORT
Avicopter;2020;4.4405;1.3929;0.2667;0.3214;1.45;INDUS;SHORT
Avicopter;2021;5.1857;1.5357;0.3452;0.3929;1.52;INDUS;SHORT
Avicopter;2022;4.519;1.6952;0.1238;0.3381;1.35;INDUS;SHORT
Avicopter;2023;5.3452;1.869;0.2024;0.369;1.45;INDUS;SHORT
Avicopter;2024;5.981;2.0286;0.2976;0.4405;1.55;INDUS;SHORT
BAE Systems (EU);2015;26.1;3.2;2.2;1.8;8.3;INDUS;SHORT
BAE Systems (EU);2016;25.5;3.1;2.3;1.9;8.3;INDUS;SHORT
BAE Systems (EU);2017;24.8;3.0;2.1;2.0;8.3;INDUS;SHORT
BAE Systems (EU);2018;23.5;2.9;2.1;2.1;8.6;INDUS;SHORT
BAE Systems (EU);2019;24.2;3.2;2.4;2.2;8.8;INDUS;SHORT
BAE Systems (EU);2020;25.1;3.5;2.4;2.4;8.9;INDUS;SHORT
BAE Systems (EU);2021;26.4;3.8;2.7;2.6;9.0;INDUS;SHORT
BAE Systems (EU);2022;27.8;4.1;2.9;2.8;9.3;INDUS;SHORT
BAE Systems (EU);2023;30.5;4.5;3.3;3.0;9.8;INDUS;SHORT
BAE Systems (EU);2024;33.2;4.9;3.8;3.2;10.2;INDUS;SHORT
BAIC Motor;2015;20.0238;6.0714;2.0238;0.5952;3.8;INDUS;SHORT
BAIC Motor;2016;27.6667;6.7143;2.881;0.6667;4.1;INDUS;SHORT
BAIC Motor;2017;31.9524;7.7381;3.619;0.7619;4.5;INDUS;SHORT
BAIC Motor;2018;36.1667;8.3571;3.5238;0.8333;4.6;INDUS;SHORT
BAIC Motor;2019;41.5714;9.1667;3.8571;0.9048;4.8;INDUS;SHORT
BAIC Motor;2020;42.1429;9.8095;2.5;0.9762;4.5;INDUS;SHORT
BAIC Motor;2021;41.881;10.6667;2.6667;1.0714;4.3;INDUS;SHORT
BAIC Motor;2022;45.3571;11.5476;3.2857;1.1429;4.2;INDUS;SHORT
BAIC Motor;2023;47.0952;12.4048;3.6905;1.2381;4.4;INDUS;SHORT
BAIC Motor;2024;48.8095;13.2143;4.0;1.3095;4.6;INDUS;SHORT
BASF (EU);2015;70.4;25.8;6.5;2.1;11.2;INDUS;SHORT
BASF (EU);2016;57.5;26.1;6.2;2.1;11.4;INDUS;SHORT
BASF (EU);2017;64.5;26.4;8.2;2.2;11.5;INDUS;SHORT
BASF (EU);2018;62.7;26.8;6.0;2.3;12.2;INDUS;SHORT
BASF (EU);2019;59.3;27.2;4.1;2.4;11.8;INDUS;SHORT
BASF (EU);2020;59.1;27.5;3.2;2.3;11.0;INDUS;SHORT
BASF (EU);2021;78.6;28.1;7.8;2.5;11.1;INDUS;SHORT
BASF (EU);2022;87.3;28.4;6.5;2.6;11.1;INDUS;SHORT
BASF (EU);2023;68.9;27.9;3.8;2.4;11.2;INDUS;SHORT
BASF (EU);2024;68.9;28.1;5.8;2.5;11.1;INDUS;SHORT
BMW (EU);2015;92.2;21.5;9.6;5.2;12.2;INDUS;SHORT
BMW (EU);2016;94.2;22.3;9.4;5.1;12.5;INDUS;SHORT
BMW (EU);2017;98.3;23.5;9.9;6.1;13.0;INDUS;SHORT
BMW (EU);2018;97.5;24.8;9.1;6.9;13.5;INDUS;SHORT
BMW (EU);2019;104.2;26.1;7.4;6.0;13.4;INDUS;SHORT
BMW (EU);2020;99.0;27.2;4.8;5.7;12.1;INDUS;SHORT
BMW (EU);2021;111.2;28.5;13.4;6.3;11.9;INDUS;SHORT
BMW (EU);2022;142.6;30.2;14.0;6.6;14.9;INDUS;SHORT
BMW (EU);2023;155.5;31.8;18.5;7.5;15.5;INDUS;SHORT
BMW (EU);2024;158.2;33.1;17.1;8.0;15.7;INDUS;SHORT
BOE Technology;2015;11.5762;20.2667;0.5119;0.7738;4.12;INDUS;SHORT
BOE Technology;2016;16.4024;26.7738;0.8381;0.981;5.12;INDUS;SHORT
BOE Technology;2017;22.3381;34.7262;2.0286;1.631;6.45;INDUS;SHORT
BOE Technology;2018;23.1214;42.4095;0.6786;1.7905;6.85;INDUS;SHORT
BOE Technology;2019;27.6333;51.2976;0.2667;2.1071;7.25;INDUS;SHORT
BOE Technology;2020;32.2738;58.3619;0.9167;2.2667;7.85;INDUS;SHORT
BOE Technology;2021;52.2167;68.0595;6.7905;2.9643;8.55;INDUS;SHORT
BOE Technology;2022;42.4786;74.3929;0.5048;2.6476;8.12;INDUS;SHORT
BOE Technology;2023;41.5595;77.4095;0.2738;2.75;7.85;INDUS;SHORT
BYD Company;2015;19.05;6.7738;0.981;0.869;19.6;INDUS;SHORT
BYD Company;2016;24.6357;8.1238;1.3929;1.0762;21.8;INDUS;SHORT
BYD Company;2017;25.2167;9.8214;1.219;1.4881;22.4;INDUS;SHORT
BYD Company;2018;30.9643;11.5524;1.0762;2.0286;24.2;INDUS;SHORT
BYD Company;2019;30.4143;13.1238;0.9167;2.0048;22.9;INDUS;SHORT
BYD Company;2020;37.2857;14.7905;1.631;2.0286;22.4;INDUS;SHORT
BYD Company;2021;51.4619;18.0524;1.5524;2.5286;28.8;INDUS;SHORT
BYD Company;2022;100.9667;27.481;3.9333;4.4405;57.0;INDUS;SHORT
BYD Company;2023;143.4095;39.3143;7.1524;9.4167;70.3;INDUS;SHORT
BYD Company;2024;185.0238;50.5833;13.9167;12.9048;85.0;INDUS;SHORT
BYD Electronic;2015;7.8214;1.4571;0.2976;0.2667;5.12;INDUS;SHORT
BYD Electronic;2016;8.7429;1.7905;0.3452;0.3214;5.85;INDUS;SHORT
BYD Electronic;2017;9.231;2.1071;0.4405;0.3929;6.25;INDUS;SHORT
BYD Electronic;2018;9.7738;2.4095;0.5048;0.4405;6.45;INDUS;SHORT
BYD Electronic;2019;12.6262;2.9643;0.6;0.5048;6.85;INDUS;SHORT
BYD Electronic;2020;17.4095;3.7667;1.2976;0.6786;7.52;INDUS;SHORT
BYD Electronic;2021;21.2048;4.3143;0.6786;0.8381;8.15;INDUS;SHORT
BYD Electronic;2022;25.5214;5.0286;0.7738;0.981;8.85;INDUS;SHORT
BYD Electronic;2023;30.9429;5.8381;0.981;1.1548;9.25;INDUS;SHORT
Baidu;2015;15.8048;2.4095;2.7738;2.4095;4.12;TECH;LONG
Baidu;2016;16.7976;2.9643;2.3929;2.4167;4.55;TECH;LONG
Baidu;2017;20.1929;3.7667;3.7429;3.0762;4.05;TECH;LONG
Baidu;2018;24.3524;4.3143;3.6952;3.7548;4.25;TECH;LONG
Baidu;2019;25.5738;5.3452;1.5048;4.369;3.85;TECH;LONG
Baidu;2020;25.4929;5.981;3.4167;4.6476;4.12;TECH;LONG
Baidu;2021;29.6405;7.4405;2.5048;5.9405;4.55;TECH;LONG
Baidu;2022;29.4452;8.3619;3.7976;5.5524;4.12;TECH;LONG
Baidu;2023;32.05;9.25;5.2024;5.7429;3.95;TECH;LONG
Baoshan Iron;2015;38.9976;32.1714;0.5048;1.631;5.12;INDUS;SHORT
Baoshan Iron;2016;57.9119;33.9167;2.7429;1.7905;5.45;INDUS;SHORT
Baoshan Iron;2017;68.831;35.2667;5.9167;2.0048;5.85;INDUS;SHORT
Baoshan Iron;2018;72.669;36.2976;6.6952;2.2667;6.12;INDUS;SHORT
Baoshan Iron;2019;69.4262;37.8143;3.9167;2.4095;6.05;INDUS;SHORT
Baoshan Iron;2020;67.7167;39.3143;3.7667;2.5119;5.85;INDUS;SHORT
Baoshan Iron;2021;86.9857;41.0595;7.6476;3.0595;5.95;INDUS;SHORT
Baoshan Iron;2022;87.8738;43.1238;3.6714;2.7429;5.75;INDUS;SHORT
Baoshan Iron;2023;81.6833;44.869;3.5357;2.6476;5.62;INDUS;SHORT
Baoshan Iron;2024;86.2976;46.6238;4.0762;2.9643;5.85;INDUS;SHORT
Baxter (US);2015;9.97;3.45;1.15;0.62;5.0;INDUS;SHORT
Baxter (US);2016;10.16;3.55;1.25;0.61;4.8;INDUS;SHORT
Baxter (US);2017;10.56;3.65;1.42;0.58;4.8;INDUS;SHORT
Baxter (US);2018;11.12;3.85;1.65;0.62;5.0;INDUS;SHORT
Baxter (US);2019;11.36;4.05;1.55;0.65;5.0;INDUS;SHORT
Baxter (US);2020;11.67;4.15;1.45;0.68;5.2;INDUS;SHORT
Baxter (US);2021;12.78;4.55;1.75;0.72;6.0;INDUS;SHORT
Baxter (US);2022;15.11;5.15;1.15;0.75;6.0;INDUS;SHORT
Baxter (US);2023;14.81;5.35;1.45;0.72;6.0;INDUS;SHORT
Baxter (US);2024;15.45;5.85;1.85;0.82;6.2;INDUS;SHORT
Bayer;2015;51.2;12.4;7.1;4.7;11.7;PHARMA;LONG
Bayer;2016;51.8;12.8;7.4;4.8;11.5;PHARMA;LONG
Bayer;2017;39.6;11.5;6.8;4.5;9.98;PHARMA;LONG
Bayer;2018;46.7;18.2;5.9;5.2;11.7;PHARMA;LONG
Bayer;2019;48.7;18.9;6.4;5.3;10.4;PHARMA;LONG
Bayer;2020;47.2;17.8;-18.2;5.1;10.0;PHARMA;LONG
Bayer;2021;52.1;17.2;6.2;5.4;9.96;PHARMA;LONG
Bayer;2022;53.4;16.8;7.0;6.2;10.1;PHARMA;LONG
Bayer;2023;51.6;16.1;0.6;5.8;9.97;PHARMA;LONG
Bayer;2024;52.5;16.5;4.5;6.0;9.8;PHARMA;LONG
Becton Dickinson (US);2015;10.28;3.85;1.25;0.65;4.95;INDUS;SHORT
Becton Dickinson (US);2016;12.48;4.15;1.52;0.82;5.1;INDUS;SHORT
Becton Dickinson (US);2017;12.09;4.35;1.45;0.78;5.6;INDUS;SHORT
Becton Dickinson (US);2018;15.98;5.15;2.15;1.05;7.6;INDUS;SHORT
Becton Dickinson (US);2019;17.29;5.45;2.45;1.15;7.0;INDUS;SHORT
Becton Dickinson (US);2020;17.12;5.85;2.15;1.1;7.2;INDUS;SHORT
Becton Dickinson (US);2021;20.25;6.45;2.85;1.35;7.5;INDUS;SHORT
Becton Dickinson (US);2022;18.87;6.15;2.25;1.25;7.7;INDUS;SHORT
Becton Dickinson (US);2023;19.37;6.45;2.45;1.25;7.3;INDUS;SHORT
Becton Dickinson (US);2024;20.15;6.85;2.85;1.35;7.85;INDUS;SHORT
Bethel Automotive;2015;0.3452;0.131;0.0667;0.019;0.18;INDUS;SHORT
Bethel Automotive;2016;0.3857;0.1476;0.0833;0.0262;0.22;INDUS;SHORT
Bethel Automotive;2017;0.5762;0.1786;0.1071;0.0357;0.28;INDUS;SHORT
Bethel Automotive;2018;0.6143;0.2024;0.1238;0.0429;0.32;INDUS;SHORT
Bethel Automotive;2019;0.7095;0.25;0.131;0.0524;0.35;INDUS;SHORT
Bethel Automotive;2020;0.7262;0.2976;0.1476;0.0595;0.38;INDUS;SHORT
Bethel Automotive;2021;0.8286;0.3452;0.1714;0.0667;0.42;INDUS;SHORT
Bethel Automotive;2022;1.319;0.5119;0.2024;0.0833;0.55;INDUS;SHORT
Bethel Automotive;2023;1.7786;0.6786;0.2738;0.1143;0.65;INDUS;SHORT
Bethel Automotive;2024;2.0238;0.7738;0.3214;0.131;0.75;INDUS;SHORT
Bio-Techne (US);2015;0.6;0.09;0.15;0.03;0.2;INDUS;SHORT
Bio-Techne (US);2016;0.65;0.1;0.16;0.03;0.21;INDUS;SHORT
Bio-Techne (US);2017;0.7;0.1;0.17;0.03;0.22;INDUS;SHORT
Bio-Techne (US);2018;0.76;0.11;0.19;0.04;0.23;INDUS;SHORT
Bio-Techne (US);2019;0.82;0.12;0.2;0.04;0.24;INDUS;SHORT
Bio-Techne (US);2020;0.88;0.13;0.22;0.04;0.25;INDUS;SHORT
Bio-Techne (US);2021;0.95;0.14;0.24;0.05;0.26;INDUS;SHORT
Bio-Techne (US);2022;1.03;0.15;0.26;0.05;0.27;INDUS;SHORT
Bio-Techne (US);2023;1.11;0.17;0.28;0.06;0.29;INDUS;SHORT
Bio-Techne (US);2024;1.2;0.18;0.3;0.06;0.3;INDUS;SHORT
Biogen;2015;10.76;2.1;4.75;2.01;0.73;PHARMA;LONG
Biogen;2016;11.45;2.25;4.9;1.97;0.74;PHARMA;LONG
Biogen;2017;12.27;2.3;4.2;2.25;0.73;PHARMA;LONG
Biogen;2018;13.45;2.4;5.8;2.58;0.78;PHARMA;LONG
Biogen;2019;14.38;2.5;7.15;2.28;0.75;PHARMA;LONG
Biogen;2020;13.44;2.35;5.25;3.99;0.91;PHARMA;LONG
Biogen;2021;10.98;2.1;2.1;2.5;0.96;PHARMA;LONG
Biogen;2022;10.17;1.95;2.8;2.23;0.87;PHARMA;LONG
Biogen;2023;9.84;1.8;1.85;2.41;0.75;PHARMA;LONG
Biogen;2024;9.68;1.65;2.1;2.2;0.75;PHARMA;LONG
Bobcat (KR);2015;3.5;0.8;0.3;0.1;0.4;INDUS;SHORT
Bobcat (KR);2016;3.4;0.8;0.3;0.1;0.4;INDUS;SHORT
Bobcat (KR);2017;3.1;0.9;0.3;0.1;0.4;INDUS;SHORT
Bobcat (KR);2018;3.6;1.0;0.4;0.1;0.5;INDUS;SHORT
Bobcat (KR);2019;3.9;1.1;0.4;0.1;0.5;INDUS;SHORT
Bobcat (KR);2020;3.8;1.2;0.3;0.1;0.5;INDUS;SHORT
Bobcat (KR);2021;5.0;1.4;0.5;0.2;0.6;INDUS;SHORT
Bobcat (KR);2022;6.7;1.6;0.8;0.2;0.7;INDUS;SHORT
Bobcat (KR);2023;7.5;1.8;1.1;0.2;0.8;INDUS;SHORT
Bobcat (KR);2024;7.2;1.9;0.9;0.2;0.8;INDUS;SHORT
Boeing (US);2015;96.1;12.5;5.1;3.3;16.1;INDUS;SHORT
Boeing (US);2016;94.6;12.8;4.9;4.6;15.1;INDUS;SHORT
Boeing (US);2017;93.4;13.2;10.3;3.2;14.1;INDUS;SHORT
Boeing (US);2018;101.1;13.8;12.0;3.3;15.3;INDUS;SHORT
Boeing (US);2019;76.6;14.5;-2.0;3.2;16.1;INDUS;SHORT
Boeing (US);2020;58.2;15.2;-12.8;2.5;14.1;INDUS;SHORT
Boeing (US);2021;62.3;14.8;-2.9;2.1;14.2;INDUS;SHORT
Boeing (US);2022;66.6;14.2;-3.5;2.2;15.6;INDUS;SHORT
Boeing (US);2023;77.8;14.0;1.8;3.4;17.1;INDUS;SHORT
Boeing (US);2024;82.5;14.5;2.5;3.6;17.5;INDUS;SHORT
BorgWarner (US);2015;8.02;1.95;0.92;0.35;3.0;INDUS;SHORT
BorgWarner (US);2016;9.07;2.15;1.05;0.42;3.8;INDUS;SHORT
BorgWarner (US);2017;9.8;2.35;1.18;0.48;4.1;INDUS;SHORT
BorgWarner (US);2018;10.53;2.52;1.25;0.55;4.5;INDUS;SHORT
BorgWarner (US);2019;10.17;2.65;1.12;0.58;4.3;INDUS;SHORT
BorgWarner (US);2020;10.16;2.85;0.85;0.65;4.8;INDUS;SHORT
BorgWarner (US);2021;14.84;3.05;1.35;0.82;5.2;INDUS;SHORT
BorgWarner (US);2022;15.8;3.25;1.42;0.88;5.5;INDUS;SHORT
BorgWarner (US);2023;14.2;2.95;1.31;0.78;3.95;INDUS;SHORT
BorgWarner (US);2024;14.45;3.15;1.45;0.82;4.1;INDUS;SHORT
